minimum_bytes,average_bytes,maximum_bytes,normalization,input_bytes,seed,complete_chunks,complete_bytes,final_tail_bytes,observed_mean_bytes,analytical_mean_bytes,analytical_model,lower_inclusive,upper_exclusive,observed_count,observed_probability,analytical_probability
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,69632,73728,2021,0.140630436295,0.142819644146
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,73728,77824,1605,0.111683250992,0.111227202065
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,77824,81920,1247,0.0867719713312,0.0866231711553
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,81920,86016,1029,0.0716025328787,0.0674616788132
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,86016,90112,754,0.052466773363,0.0525388074299
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,90112,94208,611,0.0425161784149,0.0409169521826
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,94208,98304,468,0.0325655834667,0.0318659112723
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,98304,102400,352,0.0244937721801,0.024817007305
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,102400,106496,251,0.0174657295943,0.01932735726
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,106496,110592,238,0.0165611300536,0.0150520461257
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,110592,114688,168,0.0116902094496,0.0117224558703
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,114688,118784,135,0.0093939183077,0.00912938815649
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,118784,122880,96,0.00668011968548,0.00710992039844
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,122880,126976,56,0.0038967364832,0.00553716932675
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,126976,131072,54,0.00375756732308,0.00431231890582
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,131072,135168,54,0.00375756732308,0.00335841171692
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,135168,139264,52,0.00361839816297,0.00261551371934
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,139264,143360,29,0.00201795282165,0.00203694859138
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,143360,147456,21,0.0014612761812,0.0015863650545
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,147456,151552,17,0.00118293786097,0.0012354529205
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,151552,155648,12,0.000835014960685,0.000962164360878
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,155648,159744,7,0.000487092060399,0.000749328640517
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,159744,163840,7,0.000487092060399,0.000583573279504
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,163840,167936,5,0.000347922900285,0.000454483859466
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,167936,172032,7,0.000487092060399,0.000353949685103
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,172032,176128,5,0.000347922900285,0.000275654188758
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,176128,180224,2,0.000139169160114,0.000214678060125
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,180224,184320,3,0.000208753740171,0.000167190165717
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,184320,188416,2,0.000139169160114,0.000130206838539
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,188416,192512,4,0.000278338320228,0.000101404414127
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,192512,196608,2,0.000139169160114,7.89732345839e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,196608,200704,2,0.000139169160114,6.15039476769e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,200704,204800,1,6.95845800571e-05,4.78989571565e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,204800,208896,0,0,3.73034607263e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,208896,212992,1,6.95845800571e-05,2.90517427678e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,212992,217088,0,0,2.26253473917e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,217088,221184,0,0,1.76205038263e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,221184,225280,0,0,1.3722757477e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,225280,229376,0,0,1.06872127283e-05
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,229376,233472,0,0,8.3231461383e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,233472,237568,0,0,6.48202327402e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,237568,241664,0,0,5.04816628555e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,241664,245760,0,0,3.93148586009e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,245760,249856,0,0,3.06182090559e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,249856,253952,0,0,2.38453032553e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,253952,258048,0,0,1.85705991596e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,258048,262144,0,0,1.44626868204e-06
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,262144,262145,0,0,5.09186401387e-06
